Code,Support Item Name,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type,Detailed Item Description,Simplified Description
01_065_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Public Holiday,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),D,No,20230701,99991231,"$1,465.37","$1,465.37","$1,465.37","$1,465.37","$1,465.37","$1,465.37","$1,465.37","$1,465.37","$2,051.52","$2,198.06",N,N,Y,N,N,Price Limited Supports,"Short Term Accommodation provides temporary accommodation for participants who have specific needs. The cost of this service covers everything you'd need during your stay, including the accommodation itself, the cost of support workers who assist you, meals, and any other services provided by the accommodation facility, all for a 24-hour period. This line item is for a ratio of 3 participants per support worker, and can be claimed on Public Holidays. Short Term Accommodation has a maximum period of 14 consecutive days.","Integrated support for self-care, accommodation, food & activities in a centre or group residence for short periods. Includes all expenses in 24 hour period with no additional loading. May be used for up to 14 consecutive days, then weekly rates apply."
01_066_0115_1_1,Unplanned onsite shared supports in Specialist Disability Accommodation,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),WK,No,20230701,99991231,"$1,438.03","$1,438.03","$1,438.03","$1,438.03","$1,438.03","$1,438.03","$1,438.03","$1,438.03","$2,013.24","$2,157.04",N,N,N,N,N,Price Limited Supports,New description coming soon,New description coming soon
01_082_0115_1_1,Medium Term Accommodation,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),D,No,20230701,99991231,$146.75,$146.75,$146.75,$146.75,$146.75,$146.75,$146.75,$146.75,$205.45,$220.13,N,N,Y,N,N,Price Limited Supports,"
Medium Term Accommodation (MTA) is a support service that offers temporary housing for participants who are waiting for their long-term housing arrangement to be confirmed. This line item solely covers the cost of accommodation for periods up to 90 days. Support workers or additional support costs are not covered by this line item code and would need to be claimed independently. Other associated costs such as meals or activities would need to be funded by the participant instead of their NDIS plan.","This support item covers the accommodation costs of Medium Term Accommodation (MTA). The support component of the care to claimed separately. This support item recognises that there may be cases where a participant will require longer term transitional accommodation before moving into a more permanent home or arrangement (for example, after hospital discharge). Typically, MTA would be used for periods up to 90 days. Participants who stay in MTA are responsible for meeting their own food and everyday living costs from their own income rather than NDIS plan."
01_134_0117_8_1,Capacity Building and Training in Self-Management and Plan Management,Development Of Daily Living And Life Skills,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$74.63,$104.48,$111.95,Y,Y,Y,N,N,Price Limited Supports,Supports the participant to strengthen their self-management skills relating to their NDIS funding and supports.,Self-Management Capacity Building
01_200_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Daytime,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$65.47,$91.66,$98.21,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided alongside the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This line item would be claimed between the hours of 6:00am-8:00pm Monday- Friday.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
01_201_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Evening,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$72.13,$100.98,$108.20,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided at the same time as the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This line item would be claimed between the hours of 8:00pm-12am.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
01_202_0115_1_1,Assistance With Self-Care Activities in a STA - Saturday,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$92.12,$128.97,$138.18,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided at the same time as the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This line item would be claimed on Saturdays.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
01_203_0115_1_1,Assistance With Self-Care Activities in a STA - Sunday,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$118.78,$166.29,$178.17,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided at the same time as the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This line item would be claimed on Sundays.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
01_204_0115_1_1,Assistance With Self-Care Activities in a STA - Public Holiday,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$145.44,$203.62,$218.16,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided at the same time as the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This line item would be claimed on Public Holidays.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
01_205_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Night,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,Assistance with Daily Life (Includes SIL),H,No,20230701,99991231,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$73.46,$102.84,$110.19,N,N,Y,N,N,Price Limited Supports,This line item is to be used for additional support provided at the same time as the normal STA support where they require 1:1 support in addition to their normal STA support. It only covers the cost of the support worker and not accommodation. An example of when this might be used is if respite takes place in the participant's own home. This service must involve the provider spending these hours awake and providing active care throughout the night.,"Additional support provided at the same time as a Short Term Accommodation (STA) support, where the participant requires 1:1 assistance with self-care activities in addition to the STA support. For example, where the STA support is at the 1:1 rate and the participant requires more than one support worker for a period of time, or where the STA is not at the 1:1 rate and the participant requires 1:1 support for a period of time."
